0,icao_code,1,name_eng,2,city_eng,3,country_rus
SKOE,SKOE,Orocue,Orocue,Orocue,Orocue,Колумбия,Колумбия
KORD,KORD,Chicago O hare International,Chicago O hare International,Chicago, Il,Chicago, Il,США,США
LFOJ,LFOJ,Orleans,Orleans,Orleans,Orleans,Франция,Франция
KORF,KORF,Norfolk International Airport,Norfolk International Airport,Norfolk,Norfolk,США,США
SMZO,SMZO,Zorg En Hoop,Zorg En Hoop,Paramaribo,Paramaribo,Суринам,Суринам
KORH,KORH,Worcester Regional Airport,Worcester Regional Airport,Worcester,Worcester,США,США
KORI,KORI,Port Lions SPB,Port Lions SPB,Port Lions,Port Lions,США,США
SYOR,SYOR,Orinduik,Orinduik,Orinduik,Orinduik,Бразилия,Бразилия
EICK,EICK,Cork,Cork,Cork,Cork,Ирландия,Ирландия
KORL,KORL,Orlando Executive,Orlando Executive,Orlando,Orlando,США,США
EGBK,EGBK,Northampton,Northampton,Northampton,Northampton,Великобритания,Великобритания
DAOO,DAOO,Es Senia,Es Senia,Oran,Oran,Алжир,Алжир
MHYR,MHYR,Yoro,Yoro,Yoro,Yoro,Гондурас,Гондурас
FBOR,FBOR,Orapa,Orapa,Orapa,Orapa,Ботсвана,Ботсвана
LFPY,LFPY,Heliport,Heliport,Norwalk,Norwalk,США,США
YYOR,YYOR,Yorketown,Yorketown,Yorketown,Yorketown,Австралия,Австралия
,,Waterport,Waterport,Orpheus Island Resort,Orpheus Island Resort,Австралия,Австралия
PAOR,PAOR,Northway,Northway,Northway,Northway,США,США
SLOR,SLOR,Oruro,Oruro,Oruro,Oruro,Боливия,Боливия
,,Curtis Memorial,Curtis Memorial,Noorvik,Noorvik,США,США
OPOR,OPOR,Ormara,Ormara,Ormara,Ormara,Пакистан,Пакистан
SNOX,SNOX,Oriximina,Oriximina,Oriximina,Oriximina,Бразилия,Бразилия
LFPO,LFPO,Orly,Orly,Paris,Paris,Франция,Франция
,,Orange Walk,Orange Walk,Orange Walk,Orange Walk,Белиз,Белиз
KOSB,KOSB,Osage Beach,Osage Beach,Osage Beach,Osage Beach,США,США
KOSC,KOSC,Wurtsmith AFB,Wurtsmith AFB,Oscoda,Oscoda,США,США
ESNZ,ESNZ,Froesoe,Froesoe,Ostersund,Ostersund,Швеция,Швеция
,,Omora,Omora,Omora,Omora,Папуа - Новая Гвинея,Папуа - Новая Гвинея
,,Ossima,Ossima,Ossima,Ossima,Папуа - Новая Гвинея,Папуа - Новая Гвинея
KOSH,KOSH,Wittman Field,Wittman Field,Oshkosh,Oshkosh,США,США
LDOS,LDOS,Osijek,Osijek,Osijek,Osijek,Хорватия,Хорватия
ESMO,ESMO,Oskarshamn,Oskarshamn,Oskarshamn,Oskarshamn,Швеция,Швеция
ENGM,ENGM,Oslo Airport, Gardermoen,Oslo Airport, Gardermoen,Oslo,Oslo,Норвегия,Норвегия
ORBM,ORBM,Mosul,Mosul,Mosul,Mosul,Ирак,Ирак
RKSO,RKSO,Osan AB,Osan AB,Osan,Osan,Республика Корея,Республика Корея
EPSK,EPSK,Redzikowo,Redzikowo,Slupsk,Slupsk,Польша,Польша
LKMT,LKMT,Mosnov,Mosnov,Ostrava,Ostrava,Чехия,Чехия
UAFO,UAFO,Osh International Airport,Osh International Airport,Osh,Osh,Кыргызстан,Кыргызстан
EBOS,EBOS,Ostend/Bruges International Airport,Ostend/Bruges International Airport,Ostend,Ostend,Бельгия,Бельгия
KOSU,KOSU,Ohio State University,Ohio State University,Columbus,Columbus,США,США
UWOR,UWOR,Orsk,Orsk,Orsk,Orsk,Россия,Россия
KOSX,KOSX,Attala County,Attala County,Kosciusko,Kosciusko,США,США
ENNM,ENNM,Namsos,Namsos,Namsos,Namsos,Норвегия,Норвегия
EPKO,EPKO,Koszalin,Koszalin,Koszalin,Koszalin,Польша,Польша
,,Mota,Mota,Mota,Mota,Эфиопия,Эфиопия
FTTL,FTTL,Bol,Bol,Bol,Bol,Чад,Чад
,,Contadora,Contadora,Contadora,Contadora,Панама,Панама
KOTG,KOTG,Worthington,Worthington,Worthington,Worthington,США,США
KOTH,KOTH,North Bend,North Bend,North Bend,North Bend,США,США
WAMR,WAMR,Morotai Island,Morotai Island,Pitu, Morotai Island,Pitu, Morotai Island,Индонезия,Индонезия
FYOJ,FYOJ,Otjiwarongo,Otjiwarongo,Otjiwarongo,Otjiwarongo,Намибия,Намибия
GQNB,GQNB,Boutilimit,Boutilimit,Boutilimit,Boutilimit,Мавритания,Мавритания
KOTM,KOTM,Industrial,Industrial,Ottumwa,Ottumwa,США,США
KOTN,KOTN,Green,Green,Oaktown,Oaktown,США,США
LPOT,LPOT,Vor,Vor,Otto,Otto,США,США
LROP,LROP,Henri Coanda International,Henri Coanda International,Bucharest,Bucharest,Румыния,Румыния
MRCC,MRCC,Coto 47,Coto 47,Coto 47,Coto 47,Коста-Рика,Коста-Рика
,,Anacortes,Anacortes,Anacortes,Anacortes,США,США
SKOT,SKOT,Otu,Otu,Otu,Otu,Колумбия,Колумбия
,,Ontong Java,Ontong Java,Ontong Java,Ontong Java,Соломоновы острова,Соломоновы острова
,,Oria,Oria,Oria,Oria,Папуа - Новая Гвинея,Папуа - Новая Гвинея
PAOT,PAOT,Kotzebue,Kotzebue,Kotzebue,Kotzebue,США,США
DFFD,DFFD,Ouagadougou,Ouagadougou,Ouagadougou,Ouagadougou,Буркина-Фасо,Буркина-Фасо
GMFO,GMFO,Les Angades,Les Angades,Oujda,Oujda,Марокко,Марокко
FCOU,FCOU,Ouesso,Ouesso,Ouesso,Ouesso,ДР Конго,ДР Конго
DFCC,DFCC,Ouahigouya,Ouahigouya,Ouahigouya,Ouahigouya,Буркина-Фасо,Буркина-Фасо
FAOH,FAOH,Oudtshoorn,Oudtshoorn,Oudtshoorn,Oudtshoorn,ЮАР,ЮАР
VLHS,VLHS,Ban Houei,Ban Houei,Ban Houei,Ban Houei,Лаос,Лаос
,,Outer Skerries,Outer Skerries,Outer Skerries,Outer Skerries,Великобритания,Великобритания
EFOU,EFOU,Oulu,Oulu,Oulu,Oulu,Финляндия,Финляндия
,,Oum Hadjer,Oum Hadjer,Oum Hadjer,Oum Hadjer,Чад,Чад
KOUN,KOUN,Max Westheimer,Max Westheimer,Norman,Norman,США,США
FKKI,FKKI,Batouri,Batouri,Batouri,Batouri,Камерун,Камерун
SDOU,SDOU,Ourinhos,Ourinhos,Ourinhos,Ourinhos,Бразилия,Бразилия
FTTS,FTTS,Bousso,Bousso,Bousso,Bousso,Чад,Чад
,,Ouanga,Ouanga,Ouanga,Ouanga,Габон,Габон
GQPZ,GQPZ,Zouerate,Zouerate,Zouerate,Zouerate,Мавритания,Мавритания
FMSL,FMSL,Bekily,Bekily,Bekily,Bekily,Мадагаскар,Мадагаскар
UNNT,UNNT,Tolmachevo,Tolmachevo,Novosibirsk,Novosibirsk,Россия,Россия
LEAS,LEAS,Asturias,Asturias,Oviedo/Aviles,Oviedo/Aviles,Испания,Испания
KOVE,KOVE,Oroville,Oroville,Oroville,Oroville,США,США
SBOI,SBOI,Overberg (FAOB),Overberg (FAOB),Overberg,Overberg,Бельгия,Бельгия
SCOV,SCOV,Ovalle,Ovalle,Ovalle,Ovalle,Чили,Чили
LPOV,LPOV,Olavarria,Olavarria,Olavarria,Olavarria,Аргентина,Аргентина
KOWA,KOWA,Owatonna,Owatonna,Owatonna,Owatonna,США,США
KOWB,KOWB,Daviess County,Daviess County,Owensboro,Owensboro,США,США
KOWD,KOWD,Memorial,Memorial,Norwood,Norwood,США,США
,,Owendo,Owendo,Owendo,Owendo,Габон,Габон
KOWK,KOWK,Central Maine Airport of Norridgewock,Central Maine Airport of Norridgewock,Norridgewock,Norridgewock,США,США
GGOV,GGOV,Osvaldo Vieira International,Osvaldo Vieira International,Bissau,Bissau,Гвинея-Бисау,Гвинея-Бисау
KOXC,KOXC,Waterbury-oxford,Waterbury-oxford,Oxford, CT,Oxford, CT,США,США
KOXD,KOXD,Miami University,Miami University,Oxford,Oxford,Канада,Канада
EGTK,EGTK,Oxford (Kidlington),Oxford (Kidlington),Oxford,Oxford,Великобритания,Великобритания
,,Orientos,Orientos,Orientos,Orientos,Австралия,Австралия
KOXR,KOXR,Ventura,Ventura,Ventura,Ventura,США,США
YMNY,YMNY,Morney,Morney,Morney,Morney,Австралия,Австралия
SATG,SATG,Goya,Goya,Goya,Goya,Аргентина,Аргентина
FOGO,FOGO,Oyem,Oyem,Oyem,Oyem,Габон,Габон
,,Moyo,Moyo,Moyo,Moyo,Уганда,Уганда
SBOI,SBOI,Oiapoque,Oiapoque,Oiapoque,Oiapoque,Бразилия,Бразилия
HKMY,HKMY,Moyale,Moyale,Moyale,Moyale,Эфиопия,Эфиопия
YOUY,YOUY,Ouyen,Ouyen,Ouyen,Ouyen,Австралия,Австралия
SAZH,SAZH,Tres Arroyos,Tres Arroyos,Tres Arroyos,Tres Arroyos,Аргентина,Аргентина
SOOG,SOOG,St-Georges de lOyapock,St-Georges de lOyapock,St Georges de lOyapock,St Georges de lOyapock,Франция,Франция
,,Yosemite Ntl Park,Yosemite Ntl Park,Yosemite Ntl Park,Yosemite Ntl Park,США,США
KOZA,KOZA,Ozona Municipal,Ozona Municipal,Ozona,Ozona,США,США
RPMO,RPMO,Labo,Labo,Ozamis City,Ozamis City,Филиппины,Филиппины
UKDE,UKDE,Zaporozhye,Zaporozhye,Zaporozhye,Zaporozhye,Украина,Украина
EGXU,EGXU,Bobadilla,Bobadilla,Bobadilla,Bobadilla,Сальвадор,Сальвадор
LEMO,LEMO,Moron,Moron,Moron,Moron,Испания,Испания
KOZR,KOZR,Cairns AAF,Cairns AAF,Ozark,Ozark,США,США
EGXU,EGXU,Montilla,Montilla,Montilla,Montilla,Панама,Панама
GMMZ,GMMZ,Ouarzazate,Ouarzazate,Ouarzazate,Ouarzazate,Марокко,Марокко
VYPA,VYPA,Pa-an,Pa-an,Pa-an,Pa-an,Мьянма,Мьянма
VABI,VABI,Bilaspur,Bilaspur,Bilaspur,Bilaspur,Индия,Индия
MPMG,MPMG,Paitilla-Marcos A. Gelabert,Paitilla-Marcos A. Gelabert,Panama City,Panama City,Панама,Панама
EDLP,EDLP,Paderborn/lippstadt,Paderborn/lippstadt,Paderborn,Paderborn,Германия,Германия
KPAE,KPAE,Snohomish County,Snohomish County,Everett,Everett,США,США
HUPA,HUPA,Pakuba,Pakuba,Pakuba,Pakuba,Уганда,Уганда
RPMP,RPMP,Pagadian,Pagadian,Pagadian,Pagadian,Филиппины,Филиппины
KPAH,KPAH,Barkley Regional,Barkley Regional,Paducah, KY,Paducah, KY,США,США
,,Pailin,Pailin,Pailin,Pailin,Камбоджа,Камбоджа
OPPC,OPPC,Para Chinar,Para Chinar,Para Chinar,Para Chinar,Пакистан,Пакистан
PHPA,PHPA,Port Allen,Port Allen,Hanapepe,Hanapepe,США,США
SKPQ,SKPQ,Palanquero,Palanquero,Palanquero,Palanquero,Колумбия,Колумбия
KPAM,KPAM,Tyndall AFB,Tyndall AFB,Panama City,Panama City,Панама,Панама
VTSK,VTSK,Pattani,Pattani,Pattani,Pattani,Таиланд,Таиланд
KPAO,KPAO,Palo Alto,Palo Alto,Palo Alto,Palo Alto,США,США
MTPP,MTPP,Toussaint Louverture International,Toussaint Louverture International,Port Au Prince,Port Au Prince,Гаити,Гаити
PAAQ,PAAQ,Municipal,Municipal,Palmer,Palmer,США,США
LGPA,LGPA,Paros,Paros,Paros,Paros,Греция,Греция
VEPT,VEPT,Patna,Patna,Patna,Patna,Индия,Индия
VYPK,VYPK,Pauk,Pauk,Pauk,Pauk,Мьянма,Мьянма
SBUF,SBUF,Paulo Afonso,Paulo Afonso,Paulo Afonso,Paulo Afonso,Бразилия,Бразилия
LFDJ,LFDJ,Pambwa,Pambwa,Pambwa,Pambwa,Папуа - Новая Гвинея,Папуа - Новая Гвинея
MTPX,MTPX,Port De Paix,Port De Paix,Port De Paix,Port De Paix,Гаити,Гаити
WBKP,WBKP,Pamol,Pamol,Pamol,Pamol,Малайзия,Малайзия
MMPA,MMPA,Tajin,Tajin,Poza Rica,Poza Rica,Мексика,Мексика
WASO,WASO,Point Barrow,Point Barrow,Barrow,Barrow,США,США
SSPN,SSPN,Paranaiba,Paranaiba,Paranaiba,Paranaiba,Бразилия,Бразилия
MMPB,MMPB,Hermanos Serdan International,Hermanos Serdan International,Puebla Atlixco,Puebla Atlixco,Мексика,Мексика
VAPR,VAPR,Porbandar,Porbandar,Porbandar,Porbandar,Индия,Индия
SKPR,SKPR,Puerto Berrio,Puerto Berrio,Puerto Berrio,Puerto Berrio,Колумбия,Колумбия
KPBF,KPBF,Grider Field,Grider Field,Pine Bluff,Pine Bluff,США,США
KPBG,KPBG,Plattsburgh International,Plattsburgh International,Plattsburgh,Plattsburgh,США,США
VQPR,VQPR,Paro,Paro,Paro,Paro,Бутан,Бутан
KPBI,KPBI,Palm Beach International,Palm Beach International,West Palm Beach,West Palm Beach,США,США
NVSI,NVSI,Paama,Paama,Paama,Paama,Франция,Франция
UHMP,UHMP,Pack Creek,Pack Creek,Pack Creek,Pack Creek,США,США
SVPC,SVPC,Puerto Cabello,Puerto Cabello,Puerto Cabello,Puerto Cabello,Венесуэла,Венесуэла
SMJP,SMJP,Zanderij Intl,Zanderij Intl,Paramaribo,Paramaribo,Суринам,Суринам
FNPA,FNPA,Porto Amboim,Porto Amboim,Porto Amboim,Porto Amboim,Ангола,Ангола
YPBO,YPBO,Paraburdoo,Paraburdoo,Paraburdoo,Paraburdoo,Австралия,Австралия
MRIA,MRIA,Punta Islita,Punta Islita,Punta Islita,Punta Islita,Коста-Рика,Коста-Рика
SWPM,SWPM,Pimenta Bueno,Pimenta Bueno,Pimenta Bueno,Pimenta Bueno,Бразилия,Бразилия
MGPB,MGPB,Puerto Barrios,Puerto Barrios,Puerto Barrios,Puerto Barrios,Гватемала,Гватемала
,,Patong Beach,Patong Beach,Patong Beach,Patong Beach,Таиланд,Таиланд
NTAA,NTAA,Puerto Leda,Puerto Leda,Puerto Leda,Puerto Leda,Парагвай,Парагвай
VYPT,VYPT,Putao,Putao,Putao,Putao,Мьянма,Мьянма
PAPB,PAPB,Porto Dos Gauchos,Porto Dos Gauchos,Porto Dos Gauchos,Porto Dos Gauchos,Бразилия,Бразилия
,,Palibelo,Palibelo,Palibelo,Palibelo,Гана,Гана
KPBX,KPBX,Porto Alegre Do Norte,Porto Alegre Do Norte,Porto Alegre Do Norte,Porto Alegre Do Norte,Бразилия,Бразилия
KHBG,KHBG,Hamilton/Proserpine,Hamilton/Proserpine,Peppers Palm Bay,Peppers Palm Bay,Австралия,Австралия
FAPG,FAPG,Plettenberg Bay,Plettenberg Bay,Plettenberg Bay,Plettenberg Bay,ЮАР,ЮАР
PAOC,PAOC,Portage Creek,Portage Creek,Portage Creek,Portage Creek,США,США
WIHP,WIHP,Pondok Cabe,Pondok Cabe,Jakarta,Jakarta,Индонезия,Индонезия
,,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,Колумбия,Колумбия
KPDC,KPDC,Municipal,Municipal,Prairie Du Chien,Prairie Du Chien,США,США
,,Painter Creek,Painter Creek,Painter Creek,Painter Creek,США,США
,,Paso Caballos,Paso Caballos,Paso Caballos,Paso Caballos,Гватемала,Гватемала
,,Palacios,Palacios,Palacios,Palacios,Гондурас,Гондурас
SCIP,SCIP,Puerto La Victoria,Puerto La Victoria,Puerto La Victoria,Puerto La Victoria,Парагвай,Парагвай
KPCK,KPCK,Porcupine Creek,Porcupine Creek,Porcupine Creek,Porcupine Creek,США,США
SPCL,SPCL,Captain Rolden International Airport,Captain Rolden International Airport,Pucallpa,Pucallpa,Перу,Перу
,,Playa Del Carmen,Playa Del Carmen,Playa Del Carmen,Playa Del Carmen,Мексика,Мексика
NZPN,NZPN,Koromiko,Koromiko,Picton,Picton,Новая Зеландия,Новая Зеландия
MMPL,MMPL,Punta Colorada,Punta Colorada,Punta Colorada,Punta Colorada,Мексика,Мексика
FPPR,FPPR,Principe,Principe,Principe,Principe,Сан-Томе и Принсипи,Сан-Томе и Принсипи
EBPW,EBPW,Bounneua,Bounneua,Phongsaly,Phongsaly,Лаос,Лаос
SKPC,SKPC,Puerto Carreno,Puerto Carreno,Puerto Carreno,Puerto Carreno,Колумбия,Колумбия
SNPC,SNPC,Picos,Picos,Picos,Picos,Бразилия,Бразилия
KPCT,KPCT,Princeton,Princeton,Princeton,Princeton,США,США
SARF,SARF,Pearl River County,Pearl River County,Picayune,Picayune,США,США
,,Punta Chivato,Punta Chivato,Punta Chivato,Punta Chivato,Мексика,Мексика
SKPD,SKPD,Puerto Inirida,Puerto Inirida,Puerto Inirida,Puerto Inirida,Колумбия,Колумбия
,,Pedro Bay,Pedro Bay,Pedro Bay,Pedro Bay,США,США
NWWQ,NWWQ,Mueo,Mueo,Mueo,Mueo,Франция,Франция
VNBW,VNBW,Ponta de Ouro,Ponta de Ouro,Ponta de Ouro,Ponta de Ouro,Мозамбик,Мозамбик
YPDI,YPDI,Pandie Pandie,Pandie Pandie,Pandie Pandie,Pandie Pandie,Австралия,Австралия
SNRD,SNRD,Prado,Prado,Prado,Prado,Бразилия,Бразилия
WIMG,WIMG,Minangkabau International Airport,Minangkabau International Airport,Padang,Padang,Индонезия,Индонезия
,,Pindiu,Pindiu,Pindiu,Pindiu,Папуа - Новая Гвинея,Папуа - Новая Гвинея
KPDK,KPDK,Dekalb-Peachtree,Dekalb-Peachtree,Atlanta, GA,Atlanta, GA,США,США
LPPD,LPPD,Nordela,Nordela,Ponta Delgada,Ponta Delgada,Португалия,Португалия
,,Parndana,Parndana,Parndana,Parndana,Австралия,Австралия
WIPQ,WIPQ,Pendopo,Pendopo,Pendopo,Pendopo,Индонезия,Индонезия
SULS,SULS,Capitan Corbeta CA Curbelo International Airport,Capitan Corbeta CA Curbelo International Airport,Maldonado,Maldonado,Уругвай,Уругвай
,,Municipal,Municipal,Presidente Dutra,Presidente Dutra,Эфиопия,Эфиопия
MMPG,MMPG,Piedras Negras,Piedras Negras,Piedras Negras,Piedras Negras,Мексика,Мексика
KPDT,KPDT,Pendleton,Pendleton,Pendleton,Pendleton,США,США
SUPU,SUPU,Paysandu,Paysandu,Paysandu,Paysandu,Уругвай,Уругвай
LBPD,LBPD,Plovdiv,Plovdiv,Plovdiv,Plovdiv,Болгария,Болгария
KPDX,KPDX,Portland International,Portland International,Portland, Or,Portland, Or,США,США
SVPE,SVPE,Pedernales,Pedernales,Pedernales,Pedernales,Венесуэла,Венесуэла
YPSH,YPSH,Penneshaw,Penneshaw,Penneshaw,Penneshaw,Австралия,Австралия
,,Pebane,Pebane,Pebane,Pebane,Мозамбик,Мозамбик
KPEC,KPEC,Pelican SPB,Pelican SPB,Pelican,Pelican,США,США
LKPD,LKPD,Pardubice,Pardubice,Pardubice,Pardubice,Чехия,Чехия
USPP,USPP,Bolshoe Savino,Bolshoe Savino,Perm,Perm,Россия,Россия
TUPJ,TUPJ,Peenemuende,Peenemuende,Peenemuende,Peenemuende,Германия,Германия
LIRZ,LIRZ,Sant Egidio,Sant Egidio,Perugia,Perugia,Италия,Италия
SAZP,SAZP,Pehuajo,Pehuajo,Pehuajo,Pehuajo,Аргентина,Аргентина
SKPE,SKPE,Matecana,Matecana,Pereira,Pereira,Колумбия,Колумбия
LPBJ,LPBJ,Peschiei,Peschiei,Peschiei,Peschiei,Италия,Италия
ZBAA,ZBAA,Beijing Capital Int.,Beijing Capital Int.,Beijing,Beijing,Китай,Китай
FXPG,FXPG,Pelaneng,Pelaneng,Pelaneng,Pelaneng,Лесото,Лесото
SPTU,SPTU,Puerto Maldonado,Puerto Maldonado,Puerto Maldonado,Puerto Maldonado,Перу,Перу
WMKP,WMKP,Penang International,Penang International,Penang,Penang,Малайзия,Малайзия
,,Peppimenarti,Peppimenarti,Peppimenarti,Peppimenarti,Австралия,Австралия
KPEQ,KPEQ,Pecos City,Pecos City,Pecos City,Pecos City,США,США
YPPH,YPPH,Perth International,Perth International,Perth,Perth,Австралия,Австралия
ULPB,ULPB,Petrozavodsk,Petrozavodsk,Petrozavodsk,Petrozavodsk,Россия,Россия
SBPK,SBPK,Federal,Federal,Pelotas,Pelotas,Бразилия,Бразилия
MHPL,MHPL,Puerto Lempira,Puerto Lempira,Puerto Lempira,Puerto Lempira,Гондурас,Гондурас
OPPS,OPPS,Peshawar,Peshawar,Peshawar,Peshawar,Пакистан,Пакистан
UUYP,UUYP,Pechora,Pechora,Pechora,Pechora,Россия,Россия
YPNG,YPNG,Penong,Penong,Penong,Penong,Австралия,Австралия
UWPP,UWPP,Penza,Penza,Penza,Penza,Россия,Россия
SAVJ,SAVJ,Paf Warren,Paf Warren,Paf Warren,Paf Warren,США,США
SBPF,SBPF,Passo Fundo,Passo Fundo,Passo Fundo,Passo Fundo,Бразилия,Бразилия
KPFC,KPFC,Pacific City State,Pacific City State,Pacific City, OH,Pacific City, OH,США,США
TNCE,TNCE,Port Frederick,Port Frederick,Port Frederick,Port Frederick,США,США
BIPA,BIPA,Patreksfjordur,Patreksfjordur,Patreksfjordur,Patreksfjordur,Исландия,Исландия
KPFN,KPFN,Bay County,Bay County,Panama City,Panama City,США,США
LCPH,LCPH,International,International,Paphos,Paphos,Кипр,Кипр
OITP,OITP,Parsabad,Parsabad,Parsabad,Parsabad,Иран,Иран
FZVS,FZVS,Ilebo,Ilebo,Ilebo,Ilebo,ДР Конго,ДР Конго
KPGA,KPGA,Page,Page,Page,Page,США,США
,,Pangoa,Pangoa,Pangoa,Pangoa,Папуа - Новая Гвинея,Папуа - Новая Гвинея
,,Grant County,Grant County,Petersburg,Petersburg,США,США
KPGD,KPGD,Charlotte County,Charlotte County,Punta Gorda,Punta Gorda,США,США
,,Yegepa,Yegepa,Yegepa,Yegepa,Папуа - Новая Гвинея,Папуа - Новая Гвинея
LFMP,LFMP,Llabanere,Llabanere,Perpignan,Perpignan,Франция,Франция
,,Progresso,Progresso,Sao Paulo,Sao Paulo,Бразилия,Бразилия
VIPT,VIPT,Pantnagar,Pantnagar,Pantnagar,Pantnagar,Индия,Индия
FNCH,FNCH,Chitato,Chitato,Chitato,Chitato,Ангола,Ангола
WIPK,WIPK,Pangkalpinang,Pangkalpinang,Pangkalpinang,Pangkalpinang,Индонезия,Индонезия
